2,12,90,65,89,48,14,67,3,53,0,37,20,79,20,59,4,7,8,10,98,67,66,92,97,45,4,94,71,97,14,87,82,24,21,90,54,16,79,42,36,1000000,43,82,11,57,1,33,53,70,6,66,66,79,62,10,9,41,31,40,53,20,92,46,100,62,3,84,58,61,37,3,16,91,89,58,21,5,47,69,57,63,64,18,65,34,10,62,51,72,53,74,62,70,59,83,65,13,5,94,83,25,77,49,89,1,30,76,29,16,92,49,1,49,31,57,55,14,23,54,16,22,21,32,1000000,42,32,58,59,15,12,30,85,84,31,8,100,14,74,43,3,94,9,34,61,22,81,6,60,20,81,32,21,65,74,35,83,70,17,79,67,91,61,40,46,98,95,36,57,81,35,18,25,13,12,80,31,73,64,39,39,86,1000000,25,49,1000000,57,53,51,14,93,80,80,48,39,70,55,17,11,37
16,21,5,9,30,37,48,27,97,22,31,0,98,78,12,44,84,36,73,34,21,77,68,86,60,27,40,94,78,21,47,1,62,28,86,2,30,6,11,4,3,39,81,2,54,85,67,14,38,30,7,41,18,1000000,1,25,82,11,73,78,95,12,3,72,51,38,96,45,20,89,54,67,45,38,37,71,3,38,98,50,56,28,61,31,47,71,89,96,11,87,48,48,57,41,63,80,10,79,43,46,52,68,73,97,1000000,22,19,1000000,30,76,91,64,33,52,70,92,81,36,43,31,66,63,22,22,8,13,96,10,86,1000000,96,46,25,39,23,8,67,27,78,18,12,15,57,44,28,51,96,31,12,36,19,6,77,1000000,61,57,36,37,78,53,44,70,48,42,99,23,51,76,39,58,17,77,99,54,10,91,1000000,55,1000000,6,40,31,80,70,45,8,71,54,95,47,50,89,21,48,86,40,6,38,65,33
6,80,11,88,35,33,42,85,18,14,31,54,0,77,98,53,95,84,99,65,58,23,74,90,9,20,87,33,22,97,37,27,20,68,99,61,67,71,18,78,76,82,6,13,1000000,66,1000000,6,67,94,90,59,8,13,26,47,77,70,97,9,52,89,92,1000000,81,38,41,48,30,40,75,72,57,9,1000000,76,2,11,67,39,52,80,35,66,29,53,18,66,60,29,9,23,1,34,29,91,90,1000000,40,10,86,81,79,71,65,30,82,91,12,59,79,25,73,92,6,82,9,1000000,38,2,18,89,1000000,97,38,69,29,14,17,74,20,29,90,98,73,63,21,17,36,59,87,1000000,66,29,9,29,37,66,36,36,85,1000000,30,7,1000000,53,61,65,97,62,40,95,81,58,92,18,80,8,63,1000000,40,42,14,51,85,49,90,90,38,19,16,50,99,57,32,34,83,51,38,7,97,81,7,44,71,65,37,60,40,10
18,7,80,3,81,58,13,71,57,28,8,53,71,0,89,39,1000000,79,77,82,71,89,15,69,89,39,63,49,68,14,47,89,31,68,90,68,85,7,66,14,33,41,78,15,80,90,78,13,67,92,23,1000000,1,90,24,25,32,45,15,9,4,21,88,84,1000000,66,99,21,44,12,71,19,34,97,36,43,36,14,15,37,61,50,77,92,83,15,51,68,6,45,10,40,34,7,38,22,21,45,37,88,1000000,58,1000000,19,50,50,86,10,19,40,3,93,4,86,40,46,83,38,1000000,3,14,38,48,66,84,27,92,12,40,81,26,75,57,63,1000000,89,93,32,15,89,79,74,76,25,52,56,15,56,3,52,91,75,24,86,68,6,98,67,42,95,45,6,67,1000000,34,16,92,77,30,14,74,31,49,38,1000000,68,10,92,53,69,3,61,77,97,73,3,77,77,88,77,88,21,70,98,30,65,84,82,87,81
85,18,68,48,12,48,62,67,19,36,43,52,81,74,0,22,7,57,9,61,57,91,95,49,35,8,81,86,81,64,28,69,100,93,16,75,74,1000000,38,94,43,74,82,1000000,43,76,79,35,43,22,61,66,10,7,48,25,36,87,41,64,48,90,89,29,71,73,63,3,22,19,69,54,30,89,73,30,36,1000000,18,89,92,81,64,54,75,90,89,21,16,74,33,47,18,15,7,65,39,53,3,98,39,51,87,76,93,63,85,56,93,31,47,35,52,61,79,50,43,93,24,53,15,5,43,41,11,98,44,7,97,6,98,68,41,67,74,2,13,33,66,71,72,46,48,38,40,15,74,59,47,88,41,73,54,48,49,47,12,83,72,55,100,89,76,63,82,20,29,80,6,88,69,71,42,64,1,27,48,78,84,61,17,1,58,39,54,38,4,98,76,62,2,60,49,40,70,42,17,1000000,48,12
100,71,34,22,47,6,18,29,88,28,49,22,1,22,5,0,97,85,1000000,71,17,31,5,41,24,100,70,95,42,87,80,85,19,96,1,13,27,8,76,86,59,25,41,48,15,39,45,67,27,93,13,94,35,93,84,15,20,94,5,62,91,34,69,1000000,1000000,26,65,57,66,20,17,53,52,22,3,32,8,91,9,11,63,75,86,76,46,7,56,1000000,24,1000000,74,70,47,87,32,1000000,4,34,25,26,90,5,36,84,10,17,99,45,1000000,6,35,91,92,31,68,7,70,67,25,36,13,77,100,39,86,35,40,11,25,90,95,94,22,9,20,18,9,69,92,44,81,1000000,64,5,41,70,5,40,93,92,1000000,53,98,30,36,39,62,84,34,5,24,93,51,77,88,1,66,79,62,99,94,84,28,88,97,75,18,41,1000000,90,33,9,75,95,48,49,44,57,73,23,97,86,5,42,10,7,82,34,32,51
33,20,8,66,48,87,77,1000000,22,79,90,33,24,91,41,83,0,18,18,77,62,26,65,63,26,10,32,89,55,24,78,84,40,25,80,69,20,50,14,50,33,46,14,13,2,71,52,25,45,91,15,21,28,23,14,26,29,1000000,31,24,98,72,68,99,75,10,74,5,1000000,1000000,70,2,30,26,53,34,30,7,79,97,80,5,75,66,75,11,35,93,76,100,81,93,35,2,96,60,20,65,28,38,7,94,3,56,67,1000000,58,24,66,80,19,35,10,16,21,52,68,99,54,40,71,24,18,80,48,32,34,28,98,16,53,98,73,40,53,14,46,1000000,36,1000000,82,52,1000000,13,32,1,3,85,92,84,21,95,39,64,98,57,94,23,78,46,12,15,76,79,25,34,1000000,29,49,53,26,29,69,1000000,49,81,82,100,1000000,44,1000000,69,82,99,85,77,5,11,87,11,8,40,3,70,38,39,33,62,42,52
29,12,95,30,67,35,54,7,1,32,89,76,49,20,89,20,11,0,77,90,38,63,50,93,49,56,17,13,32,43,51,27,6,21,76,42,13,85,14,27,10,48,99,26,97,15,3,80,91,40,69,65,25,1000000,58,13,54,1000000,30,86,46,92,71,43,23,38,76,60,81,78,75,69,37,35,20,73,61,49,98,1,58,98,29,57,31,51,82,73,71,30,100,32,37,75,68,55,40,26,8,2,44,98,94,33,16,11,15,23,77,87,59,43,92,97,1000000,26,15,63,12,92,89,40,58,34,56,53,78,1000000,91,6,73,75,75,34,16,85,46,33,54,82,53,1000000,100,19,64,87,14,63,78,76,59,26,14,52,12,50,12,1000000,88,11,55,99,61,38,90,8,14,7,95,29,56,71,24,35,57,57,73,69,30,3,35,29,40,26,7,58,71,29,54,95,87,71,96,1000000,54,3,80,74,32,67
31,69,1000000,85,58,5,21,49,46,100,91,14,3,26,68,87,87,54,0,20,36,77,98,71,74,34,99,50,98,77,40,7,28,61,1,76,99,61,41,4,33,79,60,6,15,19,31,5,52,17,90,13,9,76,52,34,44,54,79,4,15,72,23,17,84,86,1000000,12,97,36,21,63,72,93,1,27,15,71,7,11,1000000,37,57,73,26,79,78,65,56,25,29,16,28,40,95,63,78,41,98,65,95,73,9,48,42,76,75,9,44,53,47,1,42,60,69,74,77,83,90,99,41,81,24,16,58,27,56,70,34,23,28,25,46,48,33,48,52,1000000,39,81,1000000,7,1000000,11,26,68,28,22,8,74,41,77,18,32,95,47,3,25,82,57,54,41,13,3,93,85,31,44,73,34,86,88,2,66,11,69,79,38,36,1000000,67,10,77,78,50,1000000,79,6,89,78,29,30,90,32,22,1000000,65,56,96,100
93,66,61,68,1000000,78,1000000,91,52,92,23,33,93,6,67,1000000,59,99,81,0,27,86,20,89,97,57,88,65,1000000,68,75,80,86,22,1000000,85,30,1000000,7,14,86,65,27,24,86,57,68,1000000,89,25,2,6,4,55,73,90,1000000,87,11,64,59,93,11,66,83,25,77,59,31,84,40,43,6,4,88,25,71,8,51,90,1000000,44,21,7,67,6,81,10,44,72,62,93,58,93,90,95,92,80,17,68,13,30,20,71,76,8,2,96,43,88,84,90,45,12,98,75,45,55,91,57,38,2,73,1000000,46,13,99,7,78,38,32,75,73,73,73,7,89,59,16,65,26,69,19,89,37,71,1000000,82,49,94,17,42,1,46,33,91,61,1000000,87,97,83,1000000,1,27,43,88,77,35,64,16,1000000,23,97,65,31,25,31,90,53,15,57,69,59,7,1000000,62,8,24,25,77,64,94,23,31,59,42,91,1000000,79,15
54,100,36,1,16,52,90,84,1,57,25,95,10,36,70,94,12,50,92,24,0,39,45,23,90,12,7,44,37,1000000,73,78,5,7,87,81,7,70,49,51,60,36,89,1000000,1000000,40,78,57,71,80,8,68,49,27,9,59,57,49,74,66,88,91,49,4,67,90,1000000,45,41,38,70,93,7,65,81,86,15,82,51,39,66,24,33,65,81,90,35,73,72,49,19,83,92,94,33,24,15,61,78,1000000,62,3,1000000,14,54,1000000,16,53,2,51,92,47,61,80,69,15,11,20,100,35,35,89,72,28,82,39,36,30,8,68,58,55,7,81,68,70,13,32,93,18,56,27,50,4,50,39,59,54,73,31,61,92,14,10,4,21,32,90,36,34,43,60,43,62,69,90,78,11,78,8,78,54,13,22,73,46,9,59,94,88,40,9,56,1,14,23,19,11,77,57,1000000,1000000,92,48,90,23,57,80,1,79
5,31,43,17,31,11,26,63,53,61,74,100,50,38,38,81,70,100,20,51,57,0,33,67,49,41,69,92,97,66,52,31,72,90,79,92,100,58,56,27,82,9,1000000,70,61,68,21,16,75,23,24,48,28,47,53,14,71,93,71,40,22,87,98,97,20,67,93,18,42,51,1000000,58,1000000,63,91,43,62,1000000,35,50,94,94,63,82,56,27,1000000,30,46,6,31,64,66,44,74,46,73,1000000,16,1000000,41,21,87,1000000,42,11,52,71,51,51,31,1000000,2,88,53,1,16,39,91,66,56,53,70,95,39,76,6,68,85,48,82,44,57,63,89,83,91,8,20,74,50,42,21,86,21,1000000,12,38,70,82,28,83,34,90,23,10,58,84,94,16,91,4,8,47,57,86,99,21,33,54,72,54,26,95,84,73,58,23,12,75,32,72,86,44,51,97,1000000,1000000,83,90,25,81,80,60,60,3,27,47,70,52
14,39,94,62,63,60,46,31,51,91,67,26,73,64,14,17,13,43,36,24,96,65,0,2,37,43,64,61,1000000,54,99,69,1000000,53,67,66,37,7,38,24,16,1000000,87,90,62,63,56,66,62,67,89,55,33,21,56,87,30,55,1000000,27,58,51,91,99,66,72,5,100,57,37,69,36,51,5,46,68,13,36,1,13,80,32,29,71,69,16,8,70,1000000,90,95,55,97,65,79,80,16,33,72,17,84,1000000,92,96,57,56,24,79,10,7,6,48,28,3,63,46,30,63,86,75,71,74,42,29,28,32,25,72,4,92,84,27,1000000,45,92,68,41,64,95,8,17,36,17,84,32,52,1000000,38,32,9,23,30,64,86,73,92,83,8,11,8,79,89,19,52,40,16,55,40,64,80,6,25,93,12,100,22,15,37,47,51,1000000,59,95,28,89,45,87,1000000,22,92,60,82,58,73,53,24,22,67,20,75
5,4,68,68,30,1,71,74,10,13,55,57,79,88,52,31,46,52,92,18,39,66,14,0,27,78,54,13,32,1000000,1000000,76,24,89,57,92,53,34,17,19,1000000,33,88,51,61,28,6,62,91,95,17,85,100,55,64,17,26,74,42,51,83,72,31,1000000,27,51,89,77,50,7,88,15,35,97,8,63,14,62,99,85,17,29,47,1000000,64,40,79,66,3,62,46,17,70,93,10,96,50,71,9,89,78,52,86,68,56,66,2,87,75,22,52,20,16,42,19,53,1000000,21,45,21,30,37,14,11,2,50,39,83,20,58,29,90,97,66,87,92,70,10,22,61,1000000,58,1,14,60,43,35,1000000,25,12,32,1,38,98,23,61,20,55,26,98,73,34,96,45,12,11,1000000,47,49,22,5,68,86,67,69,93,75,47,17,1000000,37,92,72,72,79,85,57,64,19,75,19,72,1000000,50,9,30,19,58,28,82
8,72,66,54,75,42,51,31,30,24,55,71,77,1000000,1000000,54,89,70,13,64,10,17,8,80,0,24,46,89,51,62,20,96,48,73,20,73,11,38,1000000,93,91,18,74,23,9,23,10,11,54,97,61,54,41,34,24,1000000,59,92,73,30,32,1,76,94,13,42,27,27,47,93,34,93,45,19,96,3,35,71,87,19,71,57,14,57,45,94,42,62,85,27,95,45,4,41,15,31,68,24,28,15,97,45,81,1000000,17,35,83,19,27,1000000,1000000,82,8,74,8,63,72,35,9,38,41,49,37,16,36,33,14,76,38,68,1000000,40,81,99,6,24,80,93,7,72,1000000,62,57,91,74,16,45,17,55,61,23,56,50,87,32,86,33,25,1000000,87,75,58,16,90,89,62,30,77,77,1000000,1000000,1000000,68,65,51,85,44,12,63,89,60,42,45,99,1,73,1000000,85,3,41,4,53,10,53,17,40,70,64,40,31
75,14,87,91,76,43,12,21,1000000,86,43,1,62,52,51,22,99,43,86,96,76,55,94,15,65,0,72,24,42,40,16,11,18,73,64,69,48,81,4,37,1000000,1000000,56,10,23,14,62,99,66,13,2,73,8,16,25,46,77,14,13,78,24,91,15,81,61,25,7,1000000,64,7,100,19,66,61,48,88,42,14,90,43,81,84,27,15,33,62,77,40,97,75,73,1000000,42,70,82,86,41,75,69,71,77,78,19,45,27,75,72,6,96,83,100,69,64,30,4,66,4,20,27,9,56,29,5,78,60,81,1000000,42,42,56,10,87,52,73,84,88,14,54,6,8,32,76,53,19,1,40,35,48,42,35,61,32,43,83,94,40,3,32,67,91,83,6,74,55,57,70,28,46,89,98,77,97,59,68,36,47,86,73,46,99,26,58,62,90,17,37,11,12,99,18,34,50,66,89,72,66,14,76,82,31
72,98,31,83,88,61,28,41,35,53,97,78,18,32,4,3,49,19,60,39,16,47,24,87,52,29,0,35,41,35,52,57,43,31,77,5,100,13,29,9,71,27,1000000,45,11,92,69,60,37,30,62,42,1,15,6,96,13,11,96,22,69,13,18,44,1000000,31,65,17,17,85,1000000,40,5,36,55,91,17,1000000,73,46,88,64,98,26,96,1000000,93,86,1000000,21,29,92,35,21,73,47,20,78,94,66,85,84,49,48,97,47,1000000,65,49,64,54,57,32,38,1000000,7,68,97,2,64,1000000,20,72,1000000,6,43,51,88,52,22,13,29,17,1000000,53,1,100,88,30,82,92,96,62,75,93,66,37,70,18,97,34,97,3,95,90,71,17,1000000,4,31,100,66,25,54,88,94,26,35,98,2,100,50,98,56,88,35,27,77,31,8,76,29,97,10,16,86,77,68,43,39,31,64,45,57,77,75,83,81,47,46
5,84,29,3,55,67,39,89,26,10,3,97,36,69,74,36,12,96,90,11,2,29,56,58,8,54,53,0,62,97,50,29,1000000,68,40,50,23,18,79,68,7,16,54,100,87,45,62,6,88,85,57,52,25,25,98,38,48,25,34,35,24,67,14,40,83,53,97,70,40,14,35,4,73,92,66,81,6,95,81,74,54,1000000,74,65,48,88,28,8,18,48,70,48,78,69,64,76,64,48,82,10,67,89,90,69,78,35,62,44,63,8,69,82,69,54,59,38,1,83,79,100,81,68,49,76,46,14,83,76,55,71,36,77,3,28,95,3,62,77,59,58,97,11,14,27,93,68,91,64,22,94,96,1000000,86,78,28,26,68,94,15,59,96,49,54,29,75,1000000,25,96,51,80,78,6,77,64,49,92,32,50,91,44,93,1000000,2,83,47,5,87,53,75,1000000,5,16,45,31,90,56,99,51,70,19
10,70,29,27,18,34,28,24,61,1000000,9,81,21,79,4,57,1000000,88,73,1000000,67,42,13,59,74,88,57,54,0,28,1000000,48,84,60,23,54,43,82,95,39,48,12,19,45,37,6,14,25,43,85,3,12,27,86,99,1,45,1000000,65,39,54,27,46,14,16,38,83,33,32,86,64,5,45,73,15,92,5,33,60,60,55,2,58,76,40,63,1000000,68,1000000,17,56,55,93,96,99,99,23,39,19,9,94,1000000,98,30,27,38,35,39,59,45,55,13,30,70,97,6,52,6,88,2,27,19,34,36,56,71,22,85,94,88,60,95,81,13,29,12,89,76,78,5,85,74,32,15,40,57,19,87,16,59,63,1,63,30,10,22,28,18,95,73,59,99,6,28,38,19,47,94,63,37,51,88,30,38,35,58,74,1000000,33,50,34,14,38,37,10,99,60,84,34,1000000,27,57,61,75,30,30,86,30,61,52
54,25,38,13,90,74,47,80,93,74,32,71,52,94,5,78,25,1,37,73,52,23,12,13,28,12,49,1,94,0,5,54,63,65,51,87,92,1,52,36,83,76,47,87,44,59,3,77,31,90,42,57,79,62,33,91,47,52,98,33,38,77,45,49,4,77,17,5,67,86,59,96,41,70,42,11,73,66,55,6,43,42,78,55,92,97,70,48,67,100,80,25,48,7,21,76,99,34,3,50,71,7,1000000,1000000,8,87,97,51,52,23,61,100,44,34,35,24,78,74,34,61,95,43,59,73,8,1000000,3,70,25,1,83,94,43,61,1000000,60,1000000,87,3,2,87,16,96,88,83,3,97,76,29,91,89,45,39,70,9,35,100,63,80,38,3,4,48,71,56,60,22,10,53,43,45,1000000,85,79,60,46,16,10,47,84,76,7,19,21,28,21,57,31,29,7,33,46,67,96,71,79,68,92,6,70
73,35,61,82,33,56,17,21,49,77,4,52,91,1000000,9,14,36,85,46,64,42,51,47,28,95,50,99,3,78,91,0,29,1000000,69,20,39,43,31,65,50,74,27,8,70,53,100,15,7,91,97,1000000,11,95,16,65,7,82,65,42,5,1,2,56,33,46,53,30,49,18,41,20,93,93,38,54,1,2,64,93,66,51,52,60,72,84,56,55,12,68,96,9,11,23,34,75,56,16,70,87,70,41,87,83,82,26,88,40,33,58,47,1,39,1000000,2,55,78,29,66,51,3,44,48,81,66,26,17,46,6,49,34,54,92,99,67,74,35,65,7,35,1000000,84,75,33,4,56,32,20,44,48,43,48,54,1000000,72,44,67,72,80,67,32,89,10,92,25,43,36,97,1000000,98,32,54,90,93,65,48,29,21,1000000,1000000,12,77,44,61,28,56,32,51,22,18,43,90,1000000,37,59,50,3,61,21,64,35
50,23,70,75,52,36,67,4,7,12,47,93,26,96,64,38,49,58,30,17,96,40,4,100,75,24,99,39,50,69,29,0,66,60,94,15,59,46,40,23,67,75,37,82,29,41,37,49,62,4,85,88,59,13,60,37,95,96,45,1000000,83,49,41,15,83,93,16,39,14,7,30,74,3,71,96,46,89,11,54,26,99,31,1,84,3,43,10,19,84,10,64,15,86,22,22,19,16,34,38,1000000,7,77,1000000,92,1000000,4,52,71,77,59,96,90,98,18,59,94,59,89,1000000,53,88,51,76,8,32,33,6,54,1000000,88,22,88,97,15,1000000,74,24,96,34,83,72,15,1000000,85,46,43,81,42,42,16,21,98,89,90,65,19,51,90,74,83,10,36,57,15,16,43,67,31,19,72,56,49,6,85,63,70,14,49,4,60,69,8,31,79,88,36,1000000,30,3,1000000,23,45,60,18,67,46,28,85,4,2
54,92,1,44,50,49,3,38,87,7,10,3,89,50,58,69,86,53,90,39,93,78,98,46,36,17,59,40,30,1000000,64,15,0,63,75,1000000,38,19,26,9,91,73,91,42,19,33,16,76,32,38,31,27,78,54,85,85,24,91,94,18,27,21,26,67,86,55,15,10,75,23,76,63,90,36,47,69,18,47,61,82,23,37,28,23,86,74,57,79,48,26,85,89,39,80,39,90,27,69,19,21,5,52,68,47,38,41,77,1000000,46,92,45,8,100,91,49,48,24,19,16,6,58,21,85,85,20,83,51,14,61,18,39,63,54,76,19,12,80,67,82,77,30,7,5,59,85,11,72,90,16,67,18,57,94,97,45,96,69,37,2,60,1000000,56,18,69,33,93,34,66,46,11,16,85,24,82,45,6,60,4,8,27,40,39,57,73,38,38,3,43,95,95,53,29,42,86,89,29,7,40,49,87
